Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
WC3_485.R2	WC3_485.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2208431.0	331 Mbp	0.0	31-151	46.0	12.381233433448873	149.91861778792273	151	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
WC3_486.F	WC3_486.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2332943.0	340.6 Mbp	0.0	146.0	41.0	6.103008897287425	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
WC3_486.R	WC3_486.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2332943.0	352.2 Mbp	0.0	151.0	45.0	10.753610358249787	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
WC3_486.R1	WC3_486.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2312765.0	336.2 Mbp	0.0	31-146	41.0	5.93142320215277	145.39259198405372	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
WC3_486.R2	WC3_486.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2312765.0	347 Mbp	0.0	31-151	45.0	10.051333071510072	150.07388558716514	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
WC3_487.F	WC3_487.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1846999.0	269.6 Mbp	0.0	146.0	41.0	7.146848280925091	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
WC3_487.R	WC3_487.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1846999.0	278.8 Mbp	0.0	151.0	45.0	12.672647780916318	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
WC3_487.R1	WC3_487.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1828794.0	265.7 Mbp	0.0	31-146	41.0	6.928414281457977	145.31852904154323	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
WC3_487.R2	WC3_487.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1828794.0	274.2 Mbp	0.0	31-151	45.0	11.960371197762292	150.01174763259286	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
WC3_489.F	WC3_489.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1829853.0	267.1 Mbp	0.0	146.0	41.0	7.2176148388342565	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
WC3_489.R	WC3_489.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1829853.0	276.3 Mbp	0.0	151.0	45.0	11.960609329429655	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
WC3_489.R1	WC3_489.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1815426.0	263.8 Mbp	0.0	31-146	41.0	7.044574385108125	145.34060435401938	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
WC3_489.R2	WC3_489.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1815426.0	272.3 Mbp	0.0	31-151	45.0	11.369626915186743	150.03558283289982	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
WC3_490.F	WC3_490.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2478140.0	361.8 Mbp	0.0	146.0	42.0	7.769970858137184	146.0	146	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
WC3_490.R	WC3_490.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2478140.0	374.1 Mbp	0.0	151.0	46.0	13.599942321663793	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
WC3_490.R1	WC3_490.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2452916.0	356 Mbp	0.0	31-146	42.0	7.477285708920242	145.16988107216065	146	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
WC3_490.R2	WC3_490.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2452916.0	367.4 Mbp	0.0	31-151	46.0	12.84937572002287	149.82640661155946	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
WC3_491.F	WC3_491.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2728997.0	398.4 Mbp	0.0	146.0	42.0	7.8618699207165035	146.0	146	pass	pass	pass	fail	pass	pass	pass	fail	fail	pass
WC3_491.R	WC3_491.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2728997.0	412 Mbp	0.0	151.0	46.0	14.05999119355083	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
WC3_491.R1	WC3_491.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2699727.0	390.5 Mbp	0.0	31-146	42.0	7.56668077031397	144.67161827844075	146	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
WC3_491.R2	WC3_491.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2699727.0	402.8 Mbp	0.0	31-151	46.0	13.187070760546785	149.23651391418466	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
WC3_492.F	WC3_492.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2969772.0	433.5 Mbp	0.0	146.0	42.0	6.085268687407909	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
WC3_492.R	WC3_492.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2969772.0	448.4 Mbp	0.0	151.0	46.0	10.912871678126686	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
WC3_492.R1	WC3_492.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2940100.0	426.9 Mbp	0.0	31-146	42.0	5.82574009228455	145.22291928845956	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
WC3_492.R2	WC3_492.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2940100.0	440.6 Mbp	0.0	31-151	46.0	10.246446928449105	149.9162351620693	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
WC3_493.F	WC3_493.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1825763.0	266.5 Mbp	0.0	146.0	42.0	7.4637897931791555	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
WC3_493.R	WC3_493.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1825763.0	275.6 Mbp	0.0	151.0	45.0	12.843870796804982	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
WC3_493.R1	WC3_493.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1808645.0	262.8 Mbp	0.0	31-146	42.0	7.2354850367827535	145.3209142756041	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
WC3_493.R2	WC3_493.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1808645.0	271.2 Mbp	0.0	16-151	45.0	12.186111499590874	150.01869852845638	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
WC3_494.F	WC3_494.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1368747.0	199.8 Mbp	0.0	146.0	42.0	9.202875548131487	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
WC3_494.R	WC3_494.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1368747.0	206.6 Mbp	0.0	151.0	45.0	14.571624298553557	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
WC3_494.R1	WC3_494.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1353114.0	195.9 Mbp	0.0	31-146	42.0	8.924184936322913	144.84269322466548	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
WC3_494.R2	WC3_494.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1353114.0	202.2 Mbp	0.0	16-151	45.0	13.63550304864255	149.4794562764113	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
WC3_495.F	WC3_495.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2243307.0	327.5 Mbp	0.0	146.0	41.0	5.789478517963379	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
WC3_495.R	WC3_495.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2243307.0	338.7 Mbp	0.0	151.0	45.0	11.016146248419906	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
WC3_495.R1	WC3_495.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2222619.0	322.7 Mbp	0.0	31-146	41.0	5.657462617854703	145.24220975344852	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
WC3_495.R2	WC3_495.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2222619.0	333.2 Mbp	0.0	21-151	45.0	10.334196090442745	149.94779042202015	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
WC3_496.F	WC3_496.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19015.0	2.7 Mbp	0.0	146.0	41.0	65.16434393899553	146.0	146	pass	pass	pass	fail	warn	pass	pass	warn	fail	warn
WC3_496.R	WC3_496.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19015.0	2.8 Mbp	0.0	151.0	45.0	69.81856429134893	151.0	151	pass	pass	pass	fail	fail	pass	pass	warn	fail	warn
WC3_496.R1	WC3_496.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18608.0	2.6 Mbp	0.0	31-146	41.0	65.2944969905417	140.72914875322442	146	pass	pass	pass	fail	pass	pass	warn	warn	fail	pass
WC3_496.R2	WC3_496.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18608.0	2.6 Mbp	0.0	31-151	45.0	69.17454858125538	145.0271388650043	151	pass	pass	pass	fail	fail	pass	warn	warn	fail	pass
WC3_497.F	WC3_497.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3370937.0	492.1 Mbp	0.0	146.0	41.0	4.7740261932514585	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
WC3_497.R	WC3_497.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3370937.0	509 Mbp	0.0	151.0	45.0	9.305597604417477	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
WC3_497.R1	WC3_497.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3339300.0	485.7 Mbp	0.0	31-146	41.0	4.5728880158371155	145.46555086395352	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
WC3_497.R2	WC3_497.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3339300.0	501.3 Mbp	0.0	31-151	45.0	8.563422650248635	150.15218788368819	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
WC3_498.F	WC3_498.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3052080.0	445.6 Mbp	0.0	146.0	41.0	4.931455778980908	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
WC3_498.R	WC3_498.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3052080.0	460.8 Mbp	0.0	151.0	45.0	10.41199756208205	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
WC3_498.R1	WC3_498.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3028897.0	440.4 Mbp	0.0	31-146	41.0	4.8198904327681245	145.4280584648471	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
WC3_498.R2	WC3_498.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3028897.0	454.6 Mbp	0.0	24-151	45.0	9.792536455580699	150.13593661322918	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
WC4_435.F	WC4_435.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2762105.0	403.2 Mbp	0.0	146.0	41.0	5.5300017117147195	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
WC4_435.R	WC4_435.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2762105.0	417 Mbp	0.0	151.0	45.0	11.480788735658189	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
WC4_435.R1	WC4_435.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2734832.0	397.2 Mbp	0.0	31-146	41.0	5.304140231027313	145.27020562871868	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
WC4_435.R2	WC4_435.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2734832.0	410.1 Mbp	0.0	31-151	45.0	10.625474302111712	149.9948713485874	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
WC4_436.F	WC4_436.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1849546.0	270 Mbp	0.0	146.0	41.0	6.395996722194089	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
WC4_436.R	WC4_436.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1849546.0	279.2 Mbp	0.0	151.0	45.0	11.382797460145067	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
WC4_436.R1	WC4_436.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1831268.0	265.8 Mbp	0.0	31-146	41.0	6.178584685844268	145.17976505896462	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
WC4_436.R2	WC4_436.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1831268.0	274.4 Mbp	0.0	24-151	45.0	10.580854108641336	149.89650449852235	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
WC4_437.F	WC4_437.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2891475.0	422.1 Mbp	0.0	146.0	41.0	6.710770005898626	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
WC4_437.R	WC4_437.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2891475.0	436.6 Mbp	0.0	151.0	46.0	12.41434184694676	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
WC4_437.R1	WC4_437.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2862197.0	414.4 Mbp	0.0	31-146	41.0	6.345976224860348	144.80890274149544	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
WC4_437.R2	WC4_437.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2862197.0	427.6 Mbp	0.0	31-151	46.0	11.635955650883082	149.4408092804234	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
WC4_438.F	WC4_438.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3155665.0	460.7 Mbp	0.0	146.0	42.0	7.571929856049192	146.0	146	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
WC4_438.R	WC4_438.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3155665.0	476.5 Mbp	0.0	151.0	46.0	14.461356783141909	151.0	151	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
WC4_438.R1	WC4_438.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3127155.0	452.9 Mbp	0.0	27-146	42.0	7.460422599091091	144.86755469428283	146	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
WC4_438.R2	WC4_438.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3127155.0	467.3 Mbp	0.0	31-151	46.0	13.591225591454828	149.48436326309377	151	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
WC4_439.F	WC4_439.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3053245.0	445.7 Mbp	0.0	146.0	42.0	6.887850741689286	146.0	146	pass	pass	pass	fail	pass	pass	pass	fail	fail	pass
WC4_439.R	WC4_439.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3053245.0	461 Mbp	0.0	151.0	46.0	12.532775095410157	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
WC4_439.R1	WC4_439.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3023681.0	437.9 Mbp	0.0	31-146	42.0	6.619385270124674	144.83974235377343	146	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
WC4_439.R2	WC4_439.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3023681.0	451.7 Mbp	0.0	31-151	46.0	11.720839931574455	149.43218249544182	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
WC4_440.F	WC4_440.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3650804.0	533 Mbp	0.0	146.0	41.0	5.611821908315567	146.0	146	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
WC4_440.R	WC4_440.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3650804.0	551.2 Mbp	0.0	151.0	46.0	10.55796248404798	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
WC4_440.R1	WC4_440.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3617449.0	525.5 Mbp	0.0	31-146	41.0	5.372814818847216	145.28098668426287	146	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
WC4_440.R2	WC4_440.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3617449.0	542.3 Mbp	0.0	24-151	46.0	9.821231652020817	149.95199849396633	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
WC4_441.F	WC4_441.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2238592.0	326.8 Mbp	0.0	146.0	41.0	5.466229134832448	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
WC4_441.R	WC4_441.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2238592.0	338 Mbp	0.0	151.0	45.0	10.277604110337922	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
WC4_441.R1	WC4_441.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2221145.0	323.1 Mbp	0.0	31-146	41.0	5.306502675329431	145.5020599735722	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
WC4_441.R2	WC4_441.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2221145.0	333.5 Mbp	0.0	31-151	45.0	9.77065959905663	150.21248680297774	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
WC4_442.F	WC4_442.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1389595.0	202.8 Mbp	0.0	146.0	41.0	7.090339271514362	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
WC4_442.R	WC4_442.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1389595.0	209.8 Mbp	0.0	151.0	46.0	12.545842943585702	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
WC4_442.R1	WC4_442.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1378411.0	200.4 Mbp	0.0	31-146	41.0	6.924422396513085	145.43849113218047	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
WC4_442.R2	WC4_442.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1378411.0	206.9 Mbp	0.0	18-151	46.0	11.950019462176142	150.14014687926897	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
WC4_443.F	WC4_443.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2167242.0	316.4 Mbp	0.0	146.0	41.0	6.957944741050665	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
WC4_443.R	WC4_443.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2167242.0	327.2 Mbp	0.0	151.0	45.0	12.32068090856579	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
WC4_443.R1	WC4_443.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2143619.0	309.8 Mbp	0.0	31-146	41.0	6.667318472621885	144.54182762888368	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
WC4_443.R2	WC4_443.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2143619.0	319.7 Mbp	0.0	31-151	45.0	11.29836851547779	149.18716758901652	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
WC4_444.F	WC4_444.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1758868.0	256.7 Mbp	0.0	146.0	41.0	7.657961090021664	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
WC4_444.R	WC4_444.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1758868.0	265.5 Mbp	0.0	151.0	45.0	12.05064081968568	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
WC4_444.R1	WC4_444.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1743679.0	253.3 Mbp	0.0	31-146	41.0	7.434429063361534	145.32324355572328	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
WC4_444.R2	WC4_444.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1743679.0	261.5 Mbp	0.0	31-151	45.0	11.415128833821845	150.03371262715214	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
WC4_445.F	WC4_445.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2963353.0	432.6 Mbp	0.0	146.0	41.0	6.271730762412934	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
WC4_445.R	WC4_445.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2963353.0	447.4 Mbp	0.0	151.0	46.0	12.262562244937664	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
WC4_445.R1	WC4_445.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2934271.0	424.6 Mbp	0.0	31-146	41.0	5.997342085907427	144.7424314250456	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
WC4_445.R2	WC4_445.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2934271.0	438 Mbp	0.0	31-151	46.0	11.639145055900103	149.33048344887027	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
WC4_446.F	WC4_446.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	958653.0	139.9 Mbp	0.0	146.0	38.0	22.080812482527904	146.0	146	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
WC4_446.R	WC4_446.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	958653.0	144.7 Mbp	0.0	151.0	42.0	33.36529480741196	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
WC4_446.R1	WC4_446.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	942288.0	135.4 Mbp	0.0	31-146	38.0	21.8258553764552	143.80562312159338	146	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
WC4_446.R2	WC4_446.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	942288.0	139.6 Mbp	0.0	31-151	42.0	32.38211103449715	148.22000810792454	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
WC4_447.F	WC4_447.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	954056.0	139.2 Mbp	0.0	146.0	41.0	9.25459302179327	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
WC4_447.R	WC4_447.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	954056.0	144 Mbp	0.0	151.0	46.0	14.239987840331771	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
WC4_447.R1	WC4_447.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	946639.0	137.5 Mbp	0.0	31-146	41.0	9.062060616560274	145.34462979023684	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
WC4_447.R2	WC4_447.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	946639.0	142 Mbp	0.0	31-151	45.0	13.808467173183628	150.05141453077678	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
WC4_448.F	WC4_448.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4078543.0	595.4 Mbp	0.0	146.0	41.0	4.790135672497997	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
WC4_448.R	WC4_448.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4078543.0	615.8 Mbp	0.0	151.0	45.0	9.164370814650798	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
WC4_448.R1	WC4_448.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4046866.0	588.7 Mbp	0.0	31-146	41.0	4.615208383375512	145.50579510169104	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
WC4_448.R2	WC4_448.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4046866.0	607.8 Mbp	0.0	20-151	45.0	8.614641792665962	150.21660959369547	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
WC4_449.F	WC4_449.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1505924.0	219.8 Mbp	0.0	146.0	41.0	7.670771096414557	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
WC4_449.R	WC4_449.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1505924.0	227.3 Mbp	0.0	151.0	45.0	13.451152950439669	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
WC4_449.R1	WC4_449.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1490280.0	216.1 Mbp	0.0	31-146	41.0	7.429649037950678	145.02556499449767	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
