Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
FBN_310.F	FBN_310.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4056216.0	592.2 Mbp	0.0	146.0	41.0	5.030499055706287	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
FBN_310.R	FBN_310.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4056216.0	612.4 Mbp	0.0	151.0	45.0	9.122737394816212	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
FBN_310.R1	FBN_310.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4022357.0	585 Mbp	0.0	31-146	41.0	4.851528132440103	145.4570158740261	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
FBN_310.R2	FBN_310.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4022357.0	603.9 Mbp	0.0	15-151	45.0	8.481076356382403	150.18002007280805	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
FBN_311.F	FBN_311.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3258755.0	475.7 Mbp	0.0	146.0	40.0	4.46479267725432	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
FBN_311.R	FBN_311.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3258755.0	492 Mbp	0.0	151.0	45.0	8.99912351133327	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
FBN_311.R1	FBN_311.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3233881.0	470.5 Mbp	0.0	31-146	40.0	4.3294690357657775	145.52052626549957	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
FBN_311.R2	FBN_311.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3233881.0	485.7 Mbp	0.0	31-151	45.0	8.428479762377986	150.23179517118905	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
FBN_312.F	FBN_312.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1715561.0	250.4 Mbp	0.0	146.0	41.0	7.085847820469672	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
FBN_312.R	FBN_312.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1715561.0	259 Mbp	0.0	151.0	45.0	12.357476198013224	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
FBN_312.R1	FBN_312.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1697318.0	246.2 Mbp	0.0	31-146	41.0	6.83834871999255	145.10803809303854	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
FBN_312.R2	FBN_312.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1697318.0	254.1 Mbp	0.0	31-151	45.0	11.484224446633513	149.77823307123356	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
FBN_313.F	FBN_313.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3760812.0	549 Mbp	0.0	146.0	40.0	4.732728015574052	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
FBN_313.R	FBN_313.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3760812.0	567.8 Mbp	0.0	151.0	45.0	9.187170992082622	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
FBN_313.R1	FBN_313.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3731072.0	542.7 Mbp	0.0	31-146	40.0	4.549076016501159	145.48179665254384	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
FBN_313.R2	FBN_313.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3731072.0	560.3 Mbp	0.0	31-151	44.0	8.602851467766856	150.20777487006416	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
FBN_314.F	FBN_314.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2761373.0	403.1 Mbp	0.0	146.0	41.0	7.3804077476409224	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
FBN_314.R	FBN_314.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2761373.0	416.9 Mbp	0.0	151.0	46.0	12.799788635627579	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
FBN_314.R1	FBN_314.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2736651.0	397 Mbp	0.0	31-146	41.0	7.149746374123962	145.10243724903177	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
FBN_314.R2	FBN_314.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2736651.0	409.8 Mbp	0.0	31-151	45.0	12.135784112961263	149.80242822340153	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
FBN_315.F	FBN_315.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1705735.0	249 Mbp	0.0	146.0	42.0	7.396528025618195	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
FBN_315.R	FBN_315.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1705735.0	257.5 Mbp	0.0	151.0	45.0	12.620682627775249	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
FBN_315.R1	FBN_315.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1690084.0	245.6 Mbp	0.0	31-146	42.0	7.208125536474011	145.3457709794306	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
FBN_315.R2	FBN_315.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1690084.0	253.5 Mbp	0.0	19-151	45.0	11.88378461554192	150.04413094260403	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
FBN_316.F	FBN_316.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3993818.0	583 Mbp	0.0	146.0	41.0	4.7301986089693475	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
FBN_316.R	FBN_316.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3993818.0	603 Mbp	0.0	151.0	45.0	10.437782538407204	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
FBN_316.R1	FBN_316.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3961735.0	576.2 Mbp	0.0	28-146	41.0	4.538335046289543	145.4600411183484	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
FBN_316.R2	FBN_316.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3961735.0	594.7 Mbp	0.0	22-151	45.0	9.782108792765323	150.15504646322887	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
FBN_317.F	FBN_317.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2756103.0	402.3 Mbp	0.0	146.0	41.0	6.916939974028678	146.0	146	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
FBN_317.R	FBN_317.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2756103.0	416.1 Mbp	0.0	151.0	46.0	12.938130841046968	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
FBN_317.R1	FBN_317.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2727126.0	395.5 Mbp	0.0	31-146	41.0	6.6241136964365	145.06156884573724	146	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
FBN_317.R2	FBN_317.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2727126.0	408.1 Mbp	0.0	31-151	46.0	12.014034197135432	149.6973594179367	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
FBN_318.F	FBN_318.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1425159.0	208 Mbp	0.0	146.0	41.0	7.719138732898137	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
FBN_318.R	FBN_318.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1425159.0	215.1 Mbp	0.0	151.0	45.0	13.384719307431686	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
FBN_318.R1	FBN_318.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1411458.0	205 Mbp	0.0	32-146	41.0	7.547281571738424	145.29321524267814	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
FBN_318.R2	FBN_318.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1411458.0	211.6 Mbp	0.0	32-151	45.0	12.725645964224332	150.00050798535983	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
FBN_319.F	FBN_319.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2778413.0	405.6 Mbp	0.0	146.0	42.0	7.237937500055609	146.0	146	pass	pass	pass	fail	pass	pass	pass	fail	fail	pass
FBN_319.R	FBN_319.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2778413.0	419.5 Mbp	0.0	151.0	46.0	12.671251686173498	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
FBN_319.R1	FBN_319.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2752729.0	398.5 Mbp	0.0	31-146	42.0	6.94603520104395	144.78513794855942	146	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
FBN_319.R2	FBN_319.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2752729.0	411.1 Mbp	0.0	31-151	46.0	12.051766634108064	149.39916679048318	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
FBN_320.F	FBN_320.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	681313.0	99.4 Mbp	0.0	146.0	41.0	10.842006537377094	146.0	146	pass	pass	pass	fail	pass	pass	pass	fail	fail	pass
FBN_320.R	FBN_320.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	681313.0	102.8 Mbp	0.0	151.0	46.0	19.30920165341913	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
FBN_320.R1	FBN_320.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	673143.0	97.6 Mbp	0.0	31-146	41.0	10.511882319210034	145.14205896815386	146	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
FBN_320.R2	FBN_320.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	673143.0	100.8 Mbp	0.0	31-151	46.0	18.63662166015383	149.78129015677203	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
FBN_321.F	FBN_321.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6483201.0	946.5 Mbp	0.0	146.0	42.0	4.399580546530036	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
FBN_321.R	FBN_321.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6483201.0	978.9 Mbp	0.0	151.0	46.0	8.53078062117467	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
FBN_321.R1	FBN_321.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6427271.0	934.1 Mbp	0.0	31-146	41.0	4.2007168682517255	145.3580378048475	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
FBN_321.R2	FBN_321.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6427271.0	964.5 Mbp	0.0	15-151	46.0	7.876441778853166	150.09628565529601	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
FBN_322.F	FBN_322.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1112466.0	162.4 Mbp	0.0	146.0	42.0	10.403171466337591	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
FBN_322.R	FBN_322.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1112466.0	167.9 Mbp	0.0	151.0	45.0	16.04432262723514	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
FBN_322.R1	FBN_322.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1101194.0	159.9 Mbp	0.0	31-146	42.0	10.1398340481869	145.2844948301571	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
FBN_322.R2	FBN_322.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1101194.0	165.1 Mbp	0.0	31-151	45.0	15.356141570448292	149.96878933230656	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
FBN_323.F	FBN_323.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3119069.0	455.3 Mbp	0.0	146.0	41.0	9.687704146063652	146.0	146	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
FBN_323.R	FBN_323.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3119069.0	470.9 Mbp	0.0	151.0	46.0	15.190498597979063	151.0	151	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
FBN_323.R1	FBN_323.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3087576.0	448 Mbp	0.0	31-146	41.0	9.419638388921092	145.13355557887482	146	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
FBN_323.R2	FBN_323.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3087576.0	462.3 Mbp	0.0	31-151	46.0	14.376190709403938	149.76843776477082	151	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
FBN_324.F	FBN_324.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2399700.0	350.3 Mbp	0.0	146.0	41.0	6.474255935871105	146.0	146	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
FBN_324.R	FBN_324.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2399700.0	362.3 Mbp	0.0	151.0	46.0	12.432498070913846	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
FBN_324.R1	FBN_324.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2376114.0	345.1 Mbp	0.0	31-146	41.0	6.185438922300812	145.2555836967418	146	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
FBN_324.R2	FBN_324.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2376114.0	356.1 Mbp	0.0	31-151	46.0	11.63847152786361	149.91764873234197	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
FBN_325.F	FBN_325.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2858244.0	417.3 Mbp	0.0	146.0	41.0	6.494342858567681	146.0	146	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
FBN_325.R	FBN_325.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2858244.0	431.5 Mbp	0.0	151.0	46.0	11.642259730503907	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
FBN_325.R1	FBN_325.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2833076.0	411 Mbp	0.0	31-146	41.0	6.248523883189915	145.08559742131874	146	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
FBN_325.R2	FBN_325.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2833076.0	424.1 Mbp	0.0	16-151	46.0	10.846183051971963	149.74540075875126	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
FBN_326.F	FBN_326.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4701523.0	686.4 Mbp	0.0	146.0	40.0	4.041804091478883	146.0	146	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
FBN_326.R	FBN_326.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4701523.0	709.9 Mbp	0.0	151.0	44.0	8.018050985728841	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
FBN_326.R1	FBN_326.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4667654.0	679 Mbp	0.0	31-146	40.0	3.8836183230066483	145.49856908845427	146	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
FBN_326.R2	FBN_326.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4667654.0	701.1 Mbp	0.0	17-151	44.0	7.48701725967475	150.23173868500106	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
FBN_327a.F	FBN_327a.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3905700.0	570.2 Mbp	0.0	146.0	41.0	4.41933603557629	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
FBN_327a.R	FBN_327a.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3905700.0	589.7 Mbp	0.0	151.0	45.0	8.721300246191799	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
FBN_327a.R1	FBN_327a.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3872113.0	563.3 Mbp	0.0	31-146	41.0	4.213506853557488	145.50763136303098	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
FBN_327a.R2	FBN_327a.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3872113.0	581.5 Mbp	0.0	23-151	45.0	8.119567673772405	150.22391417812446	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
FBN_327b.F	FBN_327b.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3520825.0	514 Mbp	0.0	146.0	41.0	5.225667935554943	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
FBN_327b.R	FBN_327b.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3520825.0	531.6 Mbp	0.0	151.0	46.0	10.766580363847309	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
FBN_327b.R1	FBN_327b.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3494526.0	508.1 Mbp	0.0	31-146	41.0	5.06064440514396	145.42065876745517	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
FBN_327b.R2	FBN_327b.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3494526.0	524.5 Mbp	0.0	31-151	45.0	10.220780385831603	150.1432984044188	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
FBN_327c.F	FBN_327c.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2179848.0	318.2 Mbp	0.0	146.0	42.0	6.339535191763409	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
FBN_327c.R	FBN_327c.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2179848.0	329.1 Mbp	0.0	151.0	46.0	11.867411349535699	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
FBN_327c.R1	FBN_327c.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2158324.0	313.7 Mbp	0.0	31-146	42.0	6.09958636707498	145.38653279118427	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
FBN_327c.R2	FBN_327c.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2158324.0	323.9 Mbp	0.0	31-151	46.0	10.975603093906276	150.1078948295066	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
FBN_327d.F	FBN_327d.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4100286.0	598.6 Mbp	0.0	146.0	41.0	5.5249464031461475	146.0	146	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
FBN_327d.R	FBN_327d.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4100286.0	619.1 Mbp	0.0	151.0	46.0	10.4082367109404	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
FBN_327d.R1	FBN_327d.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4059457.0	590 Mbp	0.0	31-146	41.0	5.267916666623925	145.35979615007622	146	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
FBN_327d.R2	FBN_327d.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4059457.0	608.9 Mbp	0.0	31-151	46.0	9.696452137158944	150.03793586186526	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
FBN_328.F	FBN_328.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2153391.0	314.3 Mbp	0.0	146.0	41.0	6.634928463706006	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
FBN_328.R	FBN_328.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2153391.0	325.1 Mbp	0.0	151.0	45.0	11.468558574568675	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
FBN_328.R1	FBN_328.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2132473.0	309.5 Mbp	0.0	31-146	41.0	6.438482841673079	145.16518052045677	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
FBN_328.R2	FBN_328.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2132473.0	319.5 Mbp	0.0	20-151	45.0	10.717711910146466	149.86169672488234	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
FBN_329.F	FBN_329.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2573717.0	375.7 Mbp	0.0	146.0	42.0	6.436376535772151	146.0	146	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
FBN_329.R	FBN_329.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2573717.0	388.6 Mbp	0.0	151.0	46.0	12.47543905307956	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
FBN_329.R1	FBN_329.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2549756.0	369.3 Mbp	0.0	31-146	41.0	6.120194074799403	144.87096882995863	146	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
FBN_329.R2	FBN_329.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2549756.0	381 Mbp	0.0	31-151	46.0	11.78339341799039	149.4760647685504	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
FBN_330.F	FBN_330.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1614505.0	235.7 Mbp	0.0	146.0	42.0	6.944753525077603	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
FBN_330.R	FBN_330.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1614505.0	243.7 Mbp	0.0	151.0	45.0	12.662305886722807	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
FBN_330.R1	FBN_330.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1599194.0	232.3 Mbp	0.0	31-146	42.0	6.780705617612756	145.32923272598572	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
FBN_330.R2	FBN_330.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1599194.0	239.8 Mbp	0.0	19-151	45.0	11.914581555361265	150.03114506432615	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
FBN_331.F	FBN_331.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2684525.0	391.9 Mbp	0.0	146.0	41.0	5.901115502918469	146.0	146	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
FBN_331.R	FBN_331.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2684525.0	405.3 Mbp	0.0	151.0	46.0	11.965505727319385	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
FBN_331.R1	FBN_331.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2656960.0	385.7 Mbp	0.0	31-146	41.0	5.592484422858113	145.18556357641816	146	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
FBN_331.R2	FBN_331.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2656960.0	397.9 Mbp	0.0	17-151	46.0	11.222094822594215	149.8079402776105	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
FBN_332.F	FBN_332.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3429985.0	500.7 Mbp	0.0	146.0	41.0	5.84419218924024	146.0	146	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
FBN_332.R	FBN_332.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3429985.0	517.9 Mbp	0.0	151.0	46.0	11.583432771967562	151.0	151	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
FBN_332.R1	FBN_332.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3395801.0	492.7 Mbp	0.0	31-146	41.0	5.550014089380941	145.11554505107927	146	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
FBN_332.R2	FBN_332.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3395801.0	508.3 Mbp	0.0	16-151	46.0	10.67468419889088	149.7331271767692	151	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
FBN_333.F	FBN_333.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2467362.0	360.2 Mbp	0.0	146.0	41.0	6.81314431920831	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
FBN_333.R	FBN_333.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2467362.0	372.5 Mbp	0.0	151.0	45.0	11.467353506566218	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
FBN_333.R1	FBN_333.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2445844.0	355.6 Mbp	0.0	31-146	41.0	6.635732707059631	145.4198358521639	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
FBN_333.R2	FBN_333.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2445844.0	367 Mbp	0.0	17-151	45.0	10.857470185784615	150.09271114592755	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
FBN_334.F	FBN_334.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1802771.0	263.2 Mbp	0.0	146.0	40.0	5.809706639564128	146.0	146	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
FBN_334.R	FBN_334.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1802771.0	272.2 Mbp	0.0	151.0	45.0	10.990724855242075	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
FBN_334.R1	FBN_334.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1786545.0	259.8 Mbp	0.0	31-146	40.0	5.5864811689602	145.43300952396945	146	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
FBN_334.R2	FBN_334.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1786545.0	268.1 Mbp	0.0	31-151	44.0	10.302556085570325	150.12943082877845	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
FBN_335.F	FBN_335.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3270562.0	477.5 Mbp	0.0	146.0	41.0	4.430910674496609	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
FBN_335.R	FBN_335.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3270562.0	493.8 Mbp	0.0	151.0	45.0	8.973844284109576	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
FBN_335.R1	FBN_335.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3241153.0	471.4 Mbp	0.0	31-146	41.0	4.255447573446938	145.47476438168763	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
FBN_335.R2	FBN_335.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3241153.0	486.5 Mbp	0.0	31-151	45.0	8.318473520932995	150.1585516018528	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
FBS_036.F	FBS_036.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3228618.0	471.3 Mbp	0.0	146.0	41.0	4.754386604417582	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
